"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-05-31,60862,"07901","NJ","New York","Union","Summit",4941,830000,-0.00942833273660341,-0.0470723306544202,0.0420590081607031,0.0343311998341758,-0.00677657388490271,"2007-03","2007-Q1",902500,-0.0803324099722992,"2005-12"
2017-05-31,60847,"07866","NJ","New York","Morris","Rockaway Township",4942,332200,0.000602409638554217,0.0118793786171185,0.0230982445334155,0.032650444063153,-0.012151064975418,"2006-05","2006-Q2",391700,-0.151901965790146,"2004-07"
2017-05-31,77837,"45822","OH","Celina","Mercer","Celina",4943,140100,0.0144822592324403,0.049438202247191,0.1208,0.00201064384337779,0.0154378950218701,"2014-03","2014-Q1",141400,-0.00919377652050919,"2013-11"
2017-05-31,82074,"55057","MN","Faribault","Rice","Northfield",4944,236700,0.00809199318568995,0.00169276343630978,0.155197657393851,0.0736689022402865,0.00450330593065118,"2017-01","2017-Q1",237500,-0.00336842105263158,"2017-01"
2017-05-31,99204,"97338","OR","Salem","Polk","Dallas",4945,233800,0.00775862068965517,0.0326855123674912,0.132751937984496,0.0721908891437744,0.0113731068666405,"2017-05","2017-Q2",233800,0,"2017-05"
2017-05-31,70893,"30116","GA","Atlanta","Carroll","Carrollton",4946,125900,0.00238853503184713,0.00881410256410256,0.0909878682842288,0.105061565691483,0.00650137443783794,"2008-04","2008-Q2",128400,-0.0194704049844237,"2008-02"
2017-05-31,91838,"77316","TX","Houston","Montgomery","Montgomery",4947,281000,-0.00142146410803127,0.00536672629695885,0.0319500550863019,0.0593746846665861,0.0601412479155941,"2017-04","2017-Q2",281400,-0.00142146410803127,"2017-03"
2017-05-31,75925,"41102","KY","Huntington","Boyd","Ashland",4948,102800,-0.0162679425837321,-0.0463821892393321,-0.0134357005758157,0.0337011321504348,0.0274665812890904,"2016-12","2016-Q4",110000,-0.0654545454545455,"2016-04"
2017-05-31,93593,"80915","CO","Colorado Springs","El Paso","Cimarron Hills",4949,213900,0.00848656294200849,0.0254074784276127,0.113482561166059,0.0680570054987366,,"2017-05","2017-Q2",213900,0,"2017-05"
2017-05-31,58757,"02445","MA","Boston","Norfolk","Brookline",4950,828000,0.00157251723720818,0.00583090379008746,0.0754643460189635,0.0922184991374813,0.0482034382194352,"2017-05","2017-Q2",828000,0,"2017-05"
2017-05-31,67746,"23502","VA","Virginia Beach","Norfolk City","Norfolk",4951,180000,0.0022271714922049,0.00783874580067189,-0.00935608145294441,0.0290336610711879,-0.00787051802622307,"2007-10","2007-Q4",198000,-0.0909090909090909,"2006-05"
2017-05-31,76941,"44011","OH","Cleveland","Lorain","Avon",4952,279900,-0.00142704245451302,0.000357398141529664,0.0436241610738255,0.0450056277859914,0.0147816953429416,"2017-03","2017-Q1",280400,-0.00178316690442225,"2017-03"
2017-05-31,68033,"24179","VA","Roanoke","Roanoke","Vinton",4953,157100,0.00127469725940089,0.0109395109395109,0.0376486129458388,0.0291142976541352,0.00625715804408689,"2017-05","2017-Q2",157100,0,"2017-05"
2017-05-31,71593,"31605","GA","Valdosta","Lowndes","Valdosta",4954,133000,0.000752445447705041,0.00377358490566038,-0.0104166666666667,-0.00134791563963055,-0.0105625445260314,"2008-08","2008-Q3",159600,-0.166666666666667,"2005-08"
2017-05-31,95239,"87002","NM","Albuquerque","Valencia","Belen",4955,114000,-0.00175131348511384,0.00617828773168579,0.106796116504854,0.0112469344946771,,"2010-09","2010-Q3",126900,-0.101654846335697,
2017-05-31,73104,"34446","FL","Homosassa Springs","Citrus","Homosassa",4956,171000,0.00352112676056338,0.0184633710541989,0.0954516335682255,0.0672491818795389,-0.0151486657187522,"2006-04","2006-Q2",227500,-0.248351648351648,"2004-10"
2017-05-31,67612,"23237","VA","Richmond","Chesterfield","Bellwood",4957,153700,0.00130293159609121,0.00985545335085414,0.0785964912280702,0.0382474853123027,-0.00796735689973704,"2007-09","2007-Q3",167900,-0.0845741512805241,"2006-05"
2017-05-31,399593,"48033","MI","Detroit","Oakland","Southfield",4958,120400,-0.0147299509001637,-0.0163398692810458,0.116883116883117,0.116808345106765,-0.0220022287780733,"2005-12","2005-Q4",165200,-0.271186440677966,"1998-02"
2017-05-31,88887,"71055","LA","Shreveport","Webster","Minden",4959,112300,0.00357462019660411,0.0283882783882784,0.0756704980842912,,,"2017-05","2017-Q2",112300,0,"2017-05"
2017-05-31,76966,"44053","OH","Cleveland","Lorain","Lorain",4960,119600,0.00251466890192791,0.00843170320404722,0.040905134899913,0.0209923399004754,-0.00944055649537567,"2006-09","2006-Q3",136900,-0.126369612856099,"2002-01"
2017-05-31,95957,"89706","NV","Carson City","Carson City","Carson City",4961,245600,0.00326797385620915,0.00903861955628595,0.126088950022925,0.135682678717364,-0.0138300872274206,"2005-08","2005-Q3",408200,-0.398334149926507,
2017-05-31,72224,"32796","FL","Melbourne","Brevard","Titusville",4962,128700,0.0117924528301887,0.0271348762968875,0.185082872928177,0.128559976721173,-0.0144733222716146,"2006-04","2006-Q2",161800,-0.204573547589617,"2005-03"
2017-05-31,61976,"11001","NY","New York","Nassau","Floral Park",4963,576800,0.0071590710668762,0.0190812720848057,0.0525547445255474,0.0526867029242686,0.0140470712554905,"2017-05","2017-Q2",576800,0,"2017-05"
2017-05-31,84481,"60430","IL","Chicago","Cook","Homewood",4964,147700,0.0137268359643102,0.0235620235620236,0.0940740740740741,0.0331118758831814,-0.025585234728584,"2007-03","2007-Q1",193000,-0.234715025906736,"2003-04"
2017-05-31,72345,"33004","FL","Miami-Fort Lauderdale","Broward","Dania Beach",4965,173300,0.00638792102206736,0.0248373743347132,0.108765195137556,0.0975743103914175,-0.0201852728943401,"2006-07","2006-Q3",231700,-0.252050064738886,"2005-03"
2017-05-31,77309,"44709","OH","Canton","Stark","Canton",4966,111200,-0.00179533213644524,0.00815956482320943,0.0392523364485981,0.0415964715515103,-0.000537973130986691,"2006-08","2006-Q3",115900,-0.0405522001725626,"2004-08"
2017-05-31,97714,"94506","CA","San Francisco","Contra Costa","Danville",4967,1276800,-0.00125156445556946,-0.00397846945939621,0.0299265951439864,0.0815649759969084,0.0105759224956572,"2017-02","2017-Q1",1281900,-0.00397846945939621,"2017-01"
2017-05-31,94810,"85215","AZ","Phoenix","Maricopa","Mesa",4968,272300,0.00294659300184162,0.00702662721893491,0.0389164441053033,0.0866755930913827,-0.00834427519629866,"2006-03","2006-Q1",312600,-0.12891874600128,"2005-07"
2017-05-31,65688,"19006","PA","Philadelphia","Montgomery","Lower Moreland Township",4969,376900,0.00775401069518717,0.0247417074497009,0.0303444505194095,0.0196835364008814,-0.00654997444400895,"2006-09","2006-Q3",414800,-0.0913693346190935,"2004-12"
2017-05-31,66740,"21037","MD","Baltimore","Anne Arundel","Edgewater",4970,379900,-0.00393287886733089,-0.0238951695786228,0.0331792221920044,0.0282520071993986,-0.00889360099706882,"2006-04","2006-Q2",425300,-0.106748177756878,"2005-07"
2017-05-31,96320,"91201","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Glendale",4971,779100,0.00154261473197069,0.0105058365758755,0.0644896843831124,0.0896823556185245,0.0129256878526729,"2017-05","2017-Q2",779100,0,"2017-05"
2017-05-31,97840,"94706","CA","San Francisco","Alameda","Albany",4972,972200,0.00496175315278065,0.0262852317111791,0.0939574659615168,0.126676480108897,0.0413690330190044,"2017-05","2017-Q2",972200,0,"2017-05"
2017-05-31,71159,"30507","GA","Gainesville","Hall","Gainesville",4973,136300,-0.00292611558156547,-0.000733137829912023,0.0904,0.10859850908392,-0.00224638904552021,"2007-03","2007-Q1",140000,-0.0264285714285714,"2006-02"
2017-05-31,74470,"37766","TN","Knoxville","Campbell","Lafollette",4974,100100,-0.00398009950248756,-0.00199401794616152,0.138794084186576,0.0482177723015649,0.0158902595187476,"2017-03","2017-Q1",100700,-0.00595829195630586,"2017-02"
2017-05-31,79125,"48314","MI","Detroit","Macomb","Sterling Heights",4975,225300,-0.000443655723158829,0.00760286225402504,0.0287671232876712,0.0931983615785492,0.00816698097163759,"2005-08","2005-Q3",231400,-0.0263612791702679,"2004-10"
2017-05-31,79683,"49315","MI","Grand Rapids","Kent","Byron Center",4976,234000,-0.00170648464163823,0.00515463917525773,0.0848400556328234,0.0784556714743361,0.0241073759268426,"2017-04","2017-Q2",234400,-0.00170648464163823,"2017-04"
2017-05-31,96384,"91361","CA","Ventura","Ventura","Westlake Village",4977,964400,0.00343356570596192,0.0111134409729503,0.0753791257805531,0.0704686586535852,0.00631067280260722,"2006-09","2006-Q3",971900,-0.00771684329663546,"2006-08"
2017-05-31,89955,"73130","OK","Oklahoma City","Oklahoma","Midwest City",4978,132900,-0.023512123438648,-0.0334545454545455,0.0334370139968896,0.0256368523559938,0.0201163542434075,"2017-03","2017-Q1",138500,-0.0404332129963899,"2016-11"
2017-05-31,70396,"29307","SC","Spartanburg","Spartanburg","Spartanburg",4979,133500,0.00754716981132076,0.0269230769230769,0.06120826709062,0.0277930037199396,0.0102140300610229,"2017-05","2017-Q2",133500,0,"2017-05"
2017-05-31,98418,"95776","CA","Sacramento","Yolo","Woodland",4980,363100,0.0190850406960427,0.0268665158371041,0.108363858363858,0.119384235457332,-0.00704496048840619,"2006-03","2006-Q1",455900,-0.20355341083571,"2004-10"
2017-05-31,87125,"66209","KS","Kansas City","Johnson","Leawood",4981,393800,-0.00329030625158188,-0.00354251012145749,0.0557640750670241,0.0382575845418482,0.014470445402031,"2017-03","2017-Q1",396100,-0.00580661449129008,"2017-02"
2017-05-31,97515,"94024","CA","San Jose","Santa Clara","Los Altos",4982,2796200,0.001827236573394,0.0108817468638155,0.00373321846507287,0.110953459542621,0.0574795480776391,"2017-05","2017-Q2",2796200,0,"2017-05"
2017-05-31,66140,"20017","DC","Washington","District of Columbia","Washington",4983,514900,-0.0046394741929248,0.0037037037037037,0.130654369784805,0.115956289874861,0.0362336112626913,"2017-03","2017-Q1",519100,-0.00809092660373724,"2017-03"
2017-05-31,77064,"44202","OH","Akron","Portage","Aurora",4984,237600,-0.000420698359276399,-0.00793319415448852,0.0179948586118252,0.0350546675259222,0.0031254521385744,"2016-12","2016-Q4",240400,-0.0116472545757072,"2016-10"
2017-05-31,84482,"60431","IL","Chicago","Will","Joliet",4985,188500,0.000530785562632696,0.0123523093447905,0.0643704121964992,0.0537286502567191,-0.00888662653300443,"2006-09","2006-Q3",209000,-0.0980861244019139,"2005-04"
2017-05-31,78290,"46808","IN","Fort Wayne","Allen","Fort Wayne",4986,68300,0.00886262924667651,0.0475460122699387,0.0194029850746269,0.043887797560378,-0.010625503615589,"2006-02","2006-Q1",76600,-0.108355091383812,"2002-02"
2017-05-31,91161,"75965","TX","Nacogdoches","Nacogdoches","Nacogdoches",4987,165200,0.0128755364806867,0.0241785492870428,0.0305676855895197,0.017330742007162,,"2010-08","2010-Q3",172300,-0.0412071967498549,
2017-05-31,96342,"91307","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",4988,646100,0,0.00607287449392712,0.0533094228888164,0.0850938813379411,0.0045540561877877,"2017-05","2017-Q2",646100,0,"2017-05"
2017-05-31,87499,"67204","KS","Wichita","Sedgwick","Wichita",4989,115500,0.00961538461538462,0.0203180212014134,0.102099236641221,0.0336175114397219,0.0272168341808354,"2017-05","2017-Q2",115500,0,"2017-05"
2017-05-31,73055,"34236","FL","North Port-Sarasota-Bradenton","Sarasota","Sarasota",4990,566000,-0.00649464630507285,-0.0261527873365451,-0.0154809532092538,0.0805110418606072,0.00484390152934377,"2006-01","2006-Q1",637600,-0.112296110414053,"2005-05"
2017-05-31,77536,"45245","OH","Cincinnati","Clermont","Withamsville",4991,151900,-0.0039344262295082,-0.00458715596330275,0.0659649122807018,0.0316274376280632,0.00535519909355675,"2017-03","2017-Q1",153000,-0.00718954248366013,"2017-02"
2017-05-31,62598,"12477","NY","Kingston","Ulster","Town of Saugerties",4992,188100,0.00803858520900321,0.0301204819277108,0.0917005223447475,0.0172303086020118,-0.0135524377434265,"2008-01","2008-Q1",222700,-0.155365963179165,"2004-10"
2017-05-31,72712,"33609","FL","Tampa","Hillsborough","Tampa",4993,298000,-0.0016750418760469,0.0149863760217984,0.156832298136646,0.116448310699842,0.0131904044194804,"2017-04","2017-Q2",298500,-0.0016750418760469,"2017-04"
2017-05-31,65692,"19010","PA","Philadelphia","Delaware","Bryn Mawr",4994,510000,-0.010477299185099,-0.0318906605922551,0.018573996405033,0.027457798144203,0.000748167498519248,"2017-01","2017-Q1",529400,-0.0366452587835285,"2016-09"
2017-05-31,70755,"29906","SC","Hilton Head Island","Beaufort","Burton",4995,178300,0.00962627406568516,0.0241240666283745,0.0613095238095238,0.0327041311039162,-0.00330426284881835,"2006-10","2006-Q4",192700,-0.0747275557861962,"2006-04"
2017-05-31,66681,"20876","MD","Washington","Montgomery","Germantown",4996,346500,-0.00201612903225806,-0.000288517022504328,0.023936170212766,0.0355996704001738,-0.0161574490708223,"2006-04","2006-Q2",414400,-0.163851351351351,"2004-11"
2017-05-31,68018,"24151","VA","Roanoke","Franklin","Rocky Mount",4997,134900,0.000741839762611276,0,0.0384911470361817,0.0126213201363525,-0.00623030002914338,"2008-04","2008-Q2",150100,-0.10126582278481,"2006-01"
2017-05-31,63717,"14760","NY","Olean","Cattaraugus","Town of Olean",4998,62300,0.00483870967741936,0.0113636363636364,0.0631399317406143,0.0133603286267754,0.00528697713550641,"2006-03","2006-Q1",63200,-0.0142405063291139,"2005-11"
2017-05-31,73555,"35633","AL","Florence","Lauderdale","Florence",4999,132300,0.0192604006163328,0.0466772151898734,0.0879934210526316,0.035918668402841,0.020312619935843,"2017-05","2017-Q2",132300,0,"2017-05"
2017-05-31,92310,"78214","TX","San Antonio","Bexar","San Antonio",5000,82300,0.0198265179677819,0.0417721518987342,0.104697986577181,0.058282535453156,0.00773069319035002,"2017-05","2017-Q2",82300,0,"2017-05"
2017-05-31,64619,"16505","PA","Erie","Erie","Millcreek Township",5001,136700,-0.00364431486880466,-0.00870195794053662,-0.0151296829971182,0.0135554941381497,0.00931109476597491,"2016-10","2016-Q4",139600,-0.0207736389684814,"2015-12"
2017-05-31,72929,"33948","FL","Punta Gorda","Charlotte","Port Charlotte",5002,171700,0.00409356725146199,0.00940623162845385,0.0985284708893154,0.108687844356143,-0.000696220004884007,"2006-04","2006-Q2",222500,-0.228314606741573,"2004-12"
2017-05-31,98428,"95819","CA","Sacramento","Sacramento","Sacramento",5003,522400,0.0098588826599652,0.0231100665883275,0.0735717221537197,0.0964197355206058,0.0186414256478806,"2017-05","2017-Q2",522400,0,"2017-05"
2017-05-31,90298,"74107","OK","Tulsa","Tulsa","Tulsa",5004,78000,-0.00383141762452107,0.0497981157469717,0.0483870967741935,0.0311781380371561,0.0177747809078646,"2017-04","2017-Q2",78300,-0.00383141762452107,"2017-04"
2017-05-31,98501,"95949","CA","Truckee","Nevada","Grass Valley",5005,388600,0.00856475473656891,0.0337855812716148,0.0891255605381166,0.100904900938039,-0.0142555224417764,"2006-03","2006-Q1",478100,-0.187199330683957,"2004-09"
2017-05-31,97272,"93444","CA","San Luis Obispo","San Luis Obispo","Nipomo",5006,585600,0.0108751941998964,0.0173731758165393,0.0727239421139403,0.0808962094325889,,"2017-05","2017-Q2",585600,0,"2017-05"
2017-05-31,79173,"48382","MI","Detroit","Oakland","Commerce Township",5007,274800,0.00548847420417124,0.0192878338278932,0.0705103233346319,0.093451617943328,0.0108864275292786,"2017-05","2017-Q2",274800,0,"2017-05"
2017-05-31,81304,"53224","WI","Milwaukee","Milwaukee","Milwaukee",5008,133600,0.00225056264066016,0.026902382782475,0.113333333333333,0.0432686397076516,-0.0152547367368364,"2006-07","2006-Q3",158000,-0.154430379746835,"2004-05"
2017-05-31,67506,"23061","VA","Virginia Beach","Gloucester","Gloucester",5009,208900,-0.000478468899521531,0.0082046332046332,0.0387866732968672,0.0239343053647694,-0.00823130804842387,"2008-04","2008-Q2",232200,-0.100344530577089,"2006-03"
2017-05-31,71566,"31548","GA","St. Marys","Camden","Kingsland",5010,148500,0.00202429149797571,0.0171232876712329,0.0509554140127389,0.0483002474410494,-0.010959233654302,"2008-06","2008-Q2",167200,-0.111842105263158,"2005-07"
2017-05-31,96514,"91775","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","San Gabriel",5011,859200,0.00280112044817927,0.0136857008022652,0.0511377538536824,0.0691280112902193,0.0271949837564851,"2017-05","2017-Q2",859200,0,"2017-05"
2017-05-31,92559,"78621","TX","Austin","Bastrop","Elgin",5012,164200,0.0085995085995086,0.0432020330368488,0.108710330857529,0.0884110385686883,0.0397449903710714,"2017-05","2017-Q2",164200,0,"2017-05"
2017-05-31,77256,"44641","OH","Canton","Stark","Louisville",5013,133500,0.0090702947845805,0.0214231063504208,0.0405300077942323,0.0372305403082454,0.000149936304888465,"2006-05","2006-Q2",136800,-0.0241228070175439,"2005-06"
2017-05-31,93253,"80124","CO","Denver","Douglas","Lone Tree",5014,523900,0.00575926281435976,0.0192607003891051,0.0718085106382979,0.0808851375682949,0.0345558877584975,"2017-05","2017-Q2",523900,0,"2017-05"
2017-05-31,65530,"18603","PA","Bloomsburg","Columbia","Berwick",5015,106500,-0.00374181478016838,-0.0138888888888889,0.00661625708884688,0.0508717487914467,0.0163005041341859,"2017-02","2017-Q1",108000,-0.0138888888888889,"2017-01"
2017-05-31,68175,"24503","VA","Lynchburg","Lynchburg City","Lynchburg",5016,206200,0.0014570179698883,0.00634455832113226,0.0112800392349191,0.0246076109224722,0.00335900024550884,"2010-02","2010-Q1",208200,-0.00960614793467819,"2010-01"
2017-05-31,69496,"27712","NC","Durham","Durham","Durham",5017,211700,0.000945626477541371,0.0033175355450237,0.0638190954773869,0.0450970802396433,0.0107138267590223,"2017-05","2017-Q2",211700,0,"2017-05"
2017-05-31,76770,"43611","OH","Toledo","Lucas","Toledo",5018,75600,-0.00526315789473684,-0.00657030223390276,0.0106951871657754,0.030041778274573,-0.0248182770398178,"2006-03","2006-Q1",99500,-0.240201005025126,"2000-03"
2017-05-31,71807,"32128","FL","Daytona Beach","Volusia","Port Orange",5019,280900,-0.000711490572749911,0.00429031104755095,0.0904503105590062,0.0667996686193886,-0.0100322461264558,"2006-08","2006-Q3",353900,-0.206272958462843,"2005-01"
2017-05-31,58671,"02171","MA","Boston","Norfolk","Quincy",5020,437300,0.0025217790004585,0.00621260929590428,0.0718137254901961,0.0715087085543102,0.0228110352397386,"2017-05","2017-Q2",437300,0,"2017-05"
2017-05-31,66722,"21012","MD","Baltimore","Anne Arundel","Arnold",5021,396100,-0.0040231330148353,-0.0163893717407499,0.0320479416362689,0.0211754057842064,-0.00441017341796934,"2006-07","2006-Q3",425800,-0.0697510568341945,"2005-09"
2017-05-31,79170,"48377","MI","Detroit","Oakland","Novi",5022,248200,0.00976403580146461,0.0172131147540984,0.0753899480069324,0.0943947007363646,0.00773229169086864,"2005-07","2005-Q3",254700,-0.0255202198665096,"2003-03"
2017-05-31,97336,"93560","CA","Bakersfield","Kern","Rosamond",5023,205500,0.00982800982800983,0.0363086232980333,0.121112929623568,0.113036072800721,-0.0275747272269252,"2006-09","2006-Q3",286800,-0.28347280334728,"2004-12"
2017-05-31,92649,"78738","TX","Austin","Travis","Bee Cave",5024,537100,0.00411291830248645,0.0197455857224226,0.0437232802176448,0.0424948020432794,,"2017-05","2017-Q2",537100,0,"2017-05"
2017-05-31,67639,"23294","VA","Richmond","Henrico","Henrico",5025,201000,0.003996003996004,0.0125944584382872,0.107438016528926,0.0408928636467936,-0.00143145144675361,"2007-08","2007-Q3",204100,-0.0151886330230279,"2006-12"
2017-05-31,69338,"27408","NC",,"Guilford","Greensboro",5026,176700,0.000566251415628539,0.0102915951972556,0.0555555555555556,0.0285505338621594,0.00548144558187635,"2017-05","2017-Q2",176700,0,"2017-05"
2017-05-31,72096,"32601","FL","Gainesville","Alachua","Gainesville",5027,120700,0.0125838926174497,0.0369415807560137,0.142992424242424,0.0494935807423356,-0.024196683935347,"2007-02","2007-Q1",156500,-0.228753993610224,"2005-05"
2017-05-31,76598,"43231","OH","Columbus","Franklin","Columbus",5028,142300,0.00211267605633803,0.00850460666194188,0.112587959343237,0.070756572605468,0.00884872261304825,"2017-05","2017-Q2",142300,0,"2017-05"
2017-05-31,81410,"53589","WI","Madison","Dane","Stoughton",5029,228800,0.00571428571428571,0.0196078431372549,0.075693464974142,0.0413958187827268,0.0110443717400577,"2017-05","2017-Q2",228800,0,"2017-05"
2017-05-31,64214,"15644","PA","Pittsburgh","Westmoreland","Jeannette",5030,88700,-0.0122494432071269,-0.0274122807017544,0.00339366515837104,0.0145978419932722,0.00605961135882516,"2017-01","2017-Q1",91300,-0.0284775465498357,"2016-09"
2017-05-31,71418,"31069","GA","Warner Robins","Houston","Perry",5031,109000,0.00646352723915051,0.0167910447761194,0.0302457466918715,-0.000732333264750418,-0.00288932891743243,"2010-09","2010-Q3",118900,-0.0832632464255677,"2006-10"
2017-05-31,74869,"38555","TN","Crossville","Cumberland","Crossville",5032,108500,0.00462962962962963,0.0226201696512724,0.0828343313373253,0.0328698668875227,,"2017-05","2017-Q2",108500,0,"2017-05"
2017-05-31,97040,"92832","CA","Los Angeles-Long Beach-Anaheim","Orange","Fullerton",5033,516100,0.00702439024390244,0.00899315738025415,0.0860690235690236,0.0965031725403353,-0.0106282529851488,"2007-02","2007-Q1",587400,-0.121382362955397,"2005-07"
2017-05-31,97109,"93041","CA","Ventura","Ventura","Port Hueneme",5034,382900,-0.00104356900600052,0.011892177589852,0.0630205441421433,0.104924190452815,-0.0115800647270978,"2006-05","2006-Q2",485200,-0.210840890354493,"2004-11"
2017-05-31,94411,"84044","UT","Salt Lake City","Salt Lake","Magna",5035,178500,0.0107587768969422,0.0246842709529277,0.108007448789572,0.102668124281917,0,"2008-06","2008-Q2",190700,-0.0639748295752491,"2007-05"
2017-05-31,62250,"11776","NY","New York","Suffolk","Port Jefferson Station",5036,319800,0.00376647834274953,0.0316129032258065,0.0756811301715439,0.0248235633108598,-0.0180516018187714,"2006-04","2006-Q2",395700,-0.191811978771797,"2004-03"
2017-05-31,77628,"45371","OH","Dayton","Miami","Tipp City",5037,175000,0.00864553314121038,0.0245901639344262,0.0574018126888217,0.0315855427874911,0.0062679107850292,"2017-05","2017-Q2",175000,0,"2017-05"
2017-05-31,73404,"35235","AL","Birmingham","Jefferson","Birmingham",5038,108800,0.010213556174559,0.0130353817504655,0.00834105653382762,0.024708931631553,-0.00842008959435026,"2006-07","2006-Q3",120700,-0.0985915492957746,"2004-12"
2017-05-31,95888,"89408","NV","Fernley","Lyon","Fernley",5039,204000,0.0114030738720873,0.0282258064516129,0.141578063794068,0.199074221820232,-0.00895449125812242,"2006-04","2006-Q2",252700,-0.192718638702018,"2005-02"
2017-05-31,65100,"17545","PA","Lancaster","Lancaster","Penn Township",5040,194900,0.00515729757607014,0.0135205408216329,0.0411324786324786,0.0237706039676981,0.00522668987811725,"2017-05","2017-Q2",194900,0,"2017-05"
2017-05-31,88593,"70438","LA","Bogalusa","Washington","Franklinton",5041,136400,-0.0271041369472183,-0.0367231638418079,0.0103703703703704,0.00872837778784508,,"2017-03","2017-Q1",142000,-0.0394366197183099,"2016-12"
2017-05-31,72250,"32826","FL","Orlando","Orange","Orlando",5042,197200,0.00921187308085977,0.0222913426645931,0.109111361079865,0.111961585938579,-0.0173838340826628,"2006-07","2006-Q3",245700,-0.197395197395197,"2005-07"
2017-05-31,79224,"48458","MI","Flint","Genesee","Mt Morris Township",5043,58300,-0.00341880341880342,0.00344234079173838,0.138671875,0.107439735295364,-0.0318707284339143,"2005-09","2005-Q3",91900,-0.365614798694233,
2017-05-31,98208,"95448","CA","Santa Rosa","Sonoma","Healdsburg",5044,720500,0.00278357689631176,0.0129340643891466,0.0512109716953604,0.115898394812743,0.01841916673021,"2017-05","2017-Q2",720500,0,"2017-05"
2017-05-31,72639,"33483","FL","Miami-Fort Lauderdale","Palm Beach","Delray Beach",5045,500100,-0.00239377618192699,0.00948728300363343,0.0377671716123677,0.0929280667369323,0.00304994396101099,"2006-04","2006-Q2",556700,-0.101670558649183,"2005-06"
2017-05-31,67802,"23704","VA","Virginia Beach","Portsmouth City","Portsmouth",5046,130200,0,-0.00382555470543229,0.0787075393537697,0.0171288219732735,-0.0117260772048862,"2008-10","2008-Q4",157600,-0.173857868020305,"2006-04"
2017-05-31,95814,"89118","NV","Las Vegas","Clark","Las Vegas",5047,173900,0.0134032634032634,0.0205399061032864,0.115458627325208,0.177572547224244,-0.031176384684381,"2006-08","2006-Q3",249400,-0.302726543704892,
2017-05-31,58536,"01890","MA","Boston","Middlesex","Winchester",5048,976600,0.00721947194719472,0.0224036850921273,0.0696604600219058,0.0711724355061125,0.040245592086152,"2017-05","2017-Q2",976600,0,"2017-05"
2017-05-31,65105,"17552","PA","Lancaster","Lancaster","Mount Joy",5049,188800,0.00693333333333333,0.0183387270765912,0.0654627539503386,0.0230112671940836,0.00670245816398074,"2017-05","2017-Q2",188800,0,"2017-05"
2017-05-31,61150,"08721","NJ","New York","Ocean","Berkeley",5050,259600,0.00192975685063682,0.00933125972006221,0.0392313851080865,0.0225592803157704,-0.0178397173901012,"2006-09","2006-Q3",317600,-0.182619647355164,"2004-09"
2017-05-31,98141,"95363","CA","Modesto","Stanislaus","Patterson",5051,305300,0.0122679045092838,0.0352661919294676,0.0857041251778094,0.168078255378803,-0.0264115997966604,"2006-02","2006-Q1",460200,-0.336592785745328,"2004-05"
2017-05-31,87048,"66030","KS","Kansas City","Johnson","Gardner",5052,186500,0.00484913793103448,0.0075634792004322,0.0743087557603687,0.0436881988461839,0.0150005929025672,"2017-05","2017-Q2",186500,0,"2017-05"
2017-05-31,93371,"80403","CO","Denver","Jefferson","Golden",5053,511800,0.00490869821323385,0.0158793171893609,0.0935897435897436,0.0869036336603313,0.0374929934904495,"2017-05","2017-Q2",511800,0,"2017-05"
2017-05-31,79068,"48213","MI","Detroit","Wayne","Detroit",5054,42800,0.0288461538461538,0.07,0.185595567867036,0.0192925114347171,-0.0407762852550357,"1996-05","1996-Q2",90300,-0.526024363233666,
2017-05-31,69396,"27539","NC","Raleigh","Wake","Apex",5055,310800,0.00128865979381443,0.0203545633617859,0.0571428571428571,0.0477039766281695,0.0204267406392762,"2017-05","2017-Q2",310800,0,"2017-05"
2017-05-31,96909,"92551","CA","Riverside","Riverside","Moreno Valley",5056,278900,0.00540735400144196,0.0112400290065265,0.0552402572833901,0.130711618921304,,"2017-05","2017-Q2",278900,0,"2017-05"
2017-05-31,74295,"37321","TN","Dayton","Rhea","Dayton",5057,119600,-0.00333333333333333,-0.0058187863674148,0.04,0.0376931718959719,0.0128153641202433,"2017-03","2017-Q1",120400,-0.00664451827242525,"2016-11"
2017-05-31,96483,"91737","CA","Riverside","San Bernardino","Rancho Cucamonga",5058,592300,0.00679925208227095,0.0217353803691565,0.0714544138929088,0.0804879635391496,-0.00226759438139623,"2006-05","2006-Q2",673700,-0.120825293157192,"2005-09"
2017-05-31,92252,"78102","TX","Beeville","Bee","Beeville",5059,99100,0.0081383519837233,0.0153688524590164,0.0926130099228225,0.0219611320164201,,"2017-05","2017-Q2",99100,0,"2017-05"
2017-05-31,88585,"70427","LA","Bogalusa","Washington","Bogalusa",5060,71500,0.0392441860465116,0.00988700564971751,-0.00417827298050139,0.0173735452411807,0.0171824839981984,"2000-10","2000-Q4",98000,-0.270408163265306,
2017-05-31,84933,"61364","IL","Ottawa","La Salle","Streator",5061,61400,0.00326797385620915,-0.00324675324675325,-0.0753012048192771,0.000326051585453069,,"2010-03","2010-Q1",85100,-0.278495887191539,
