"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2017-05-31,61639,"10025","NY","New York","New York","New York",0,1178700,0.0306024307073533,0.0510968432316747,0.108738594675948,0.0888014163333033,0.0490930066410797,"2017-05","2017-Q2",1178700,0,"2017-05"
2017-05-31,84654,"60657","IL","Chicago","Cook","Chicago",1,327700,0.00552316661552623,0.0170701427684668,0.0311516677155444,0.0455279088238654,0.00216157774859749,"2017-05","2017-Q2",327700,0,"2017-05"
2017-05-31,84616,"60614","IL","Chicago","Cook","Chicago",2,401900,-0.00863344844597928,-0.040124193933604,-0.0051980198019802,0.0450681077407715,0.00285599891755761,"2017-02","2017-Q1",418700,-0.040124193933604,"2016-09"
2017-05-31,93144,"79936","TX","El Paso","El Paso","El Paso",3,114800,0.000871839581517001,-0.00173913043478261,0.025,0.00228032538901335,-0.0115943534325224,"2007-12","2007-Q4",131100,-0.124332570556827,"2006-09"
2017-05-31,84640,"60640","IL","Chicago","Cook","Chicago",4,205700,-0.00435624394966118,0.00243664717348928,0.050561797752809,0.0484063756743858,-0.0143550275912626,"2007-02","2007-Q1",237800,-0.134987384356602,"2003-06"
2017-05-31,91733,"77084","TX","Houston","Harris","Houston",5,156200,0.0136275146009085,0.0103492884864166,0.0195822454308094,0.0757970510458281,0.0195540362042936,"2016-08","2016-Q3",161200,-0.0310173697270471,"2016-06"
2017-05-31,97564,"94109","CA","San Francisco","San Francisco","San Francisco",6,1144000,0.0050074672757621,0.01364522417154,0.0217022416718764,0.0967260317412866,0.0343517764351069,"2016-02","2016-Q1",1154900,-0.00943804658411984,"2016-01"
2017-05-31,90668,"75070","TX","Dallas-Fort Worth","Collin","McKinney",7,313700,0.00544871794871795,0.0208265538561666,0.0843415139993087,0.0984065224739341,0.0440734062000534,"2017-05","2017-Q2",313700,0,"2017-05"
2017-05-31,62037,"11226","NY","New York","Kings","New York",8,653400,0.0160161716684808,0.0589951377633712,0.194733955019199,0.121794951134235,0.044095864253737,"2017-05","2017-Q2",653400,0,"2017-05"
2017-05-31,91940,"77449","TX","Houston","Harris","Cypress",9,158800,0.0153452685421995,0.0159948816378759,0.0298313878080415,0.0825696541476919,0.0178112438703091,"2016-11","2016-Q4",162700,-0.0239704978488015,"2016-07"
2017-05-31,61630,"10016","NY","New York","New York","New York",10,1000700,0.0193541815218499,0.0503831216542458,0.133680752237453,0.0793856480721284,0.0370970851318437,"2017-05","2017-Q2",1000700,0,"2017-05"
2017-05-31,71831,"32162","FL","The Villages","Sumter","The Villages",11,248000,0.000403388463089956,0.00283057015770319,0.00854005693371289,0.0428165668867053,-0.000522687787572806,"2007-01","2007-Q1",253800,-0.0228526398739165,"2006-09"
2017-05-31,84646,"60647","IL","Chicago","Cook","Chicago",12,334000,0.00270189132392675,0.00754147812971342,0.07223113964687,0.0855137829898331,0.00856355139288056,"2017-05","2017-Q2",334000,0,"2017-05"
2017-05-31,74242,"37211","TN","Nashville","Davidson","Nashville",13,224800,0.0130689499774673,0.0359447004608295,0.1486969851814,0.109017250901425,0.0422640296078243,"2017-05","2017-Q2",224800,0,"2017-05"
2017-05-31,96107,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Hawthorne",14,574900,0.0047186298497029,0.0173420633516192,0.0965096318901392,0.104471466860157,,"2017-05","2017-Q2",574900,0,"2017-05"
2017-05-31,74101,"37013","TN","Nashville","Davidson","Nashville",15,184200,0.0115321252059308,0.0354131534569983,0.126605504587156,0.0797648360733734,0.0215026386784507,"2017-05","2017-Q2",184200,0,"2017-05"
2017-05-31,84620,"60618","IL","Chicago","Cook","Chicago",16,333500,-0.00239306012563566,-0.00684931506849315,0.0309119010819165,0.0645763344927381,-0.00433271777964139,"2007-02","2007-Q1",351100,-0.0501281686129308,"2005-12"
2017-05-31,61703,"10128","NY","New York","New York","New York",17,1276100,0.0367210983832968,0.113331006805095,0.296717813230363,0.0934167031105771,0.0440026391539188,"2017-05","2017-Q2",1276100,0,"2017-05"
2017-05-31,61625,"10011","NY","New York","New York","New York",18,1551000,0.0378747323340471,0.0600779167521017,0.239709056030693,0.133419031951455,0.0660572806205983,"2017-05","2017-Q2",1551000,0,"2017-05"
2017-05-31,69816,"28269","NC","Charlotte","Mecklenburg","Charlotte",19,177100,0.00510783200908059,0.0160642570281124,0.0785627283800244,0.0570443496507689,0.0107758061978063,"2017-05","2017-Q2",177100,0,"2017-05"
2017-05-31,71067,"30349","GA","Atlanta","Clayton","Riverdale",20,112500,-0.0122914837576822,-0.0225890529973936,0.130653266331658,0.123311940655104,-0.0212112368086766,"2006-04","2006-Q2",142300,-0.209416725228391,"2001-04"
2017-05-31,93123,"79912","TX","El Paso","El Paso","El Paso",21,169100,-0.00177095631641086,-0.00529411764705882,0.00654761904761905,-0.00327914312475475,-0.00995842902939847,"2007-12","2007-Q4",189700,-0.108592514496574,"2006-06"
2017-05-31,96027,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",22,1319100,0.00817792723937634,0.0232720502676286,0.0733116354759967,0.112059396251636,0.0254265810373446,"2017-05","2017-Q2",1319100,0,"2017-05"
2017-05-31,97771,"94565","CA","San Francisco","Contra Costa","Pittsburg",23,384200,0.00707732634338139,0.0147913365029054,0.103388856978748,0.179771578249095,-0.0152236055463958,"2006-08","2006-Q3",468000,-0.179059829059829,"2004-12"
2017-05-31,61802,"10462","NY","New York","Bronx","New York",24,132100,0.0185042405551272,0.0679062247372676,0.213039485766758,0.0663688780264886,,"2017-05","2017-Q2",132100,0,"2017-05"
2017-05-31,61796,"10456","NY","New York","Bronx","New York",25,342900,0.00616197183098592,0.0384615384615385,0.116574405731032,0.0430816878428621,,"2017-05","2017-Q2",342900,0,"2017-05"
2017-05-31,84615,"60613","IL","Chicago","Cook","Chicago",26,205200,0.00244259892525647,0.00588235294117647,0.0384615384615385,0.0343696251239627,-0.0149259073782145,"2007-12","2007-Q4",241400,-0.149958574979287,"2002-03"
2017-05-31,66133,"20009","DC","Washington","District of Columbia","Washington",27,565400,-0.00615222358938302,-0.0059774964838256,0.0643825301204819,0.0520530359200888,0.0247195274938166,"2017-03","2017-Q1",572200,-0.011883956658511,"2017-02"
2017-05-31,66126,"20002","DC","Washington","District of Columbia","Washington",28,612700,-0.00729099157485418,-0.00309144158802473,0.0482463644140291,0.101940815773073,,"2017-03","2017-Q1",619900,-0.0116147765768672,"2017-02"
2017-05-31,66843,"21234","MD","Baltimore","Baltimore","Parkville",29,203700,-0.00147058823529412,0.00196753566158387,0.0225903614457831,0.0243648238417051,-0.0100717644627467,"2007-07","2007-Q3",225800,-0.0978742249778565,"2005-12"
2017-05-31,86026,"63376","MO","St. Louis","Saint Charles","Saint Peters",30,192800,0.00155844155844156,0.0142030510257759,0.0837549184935357,0.050367166389468,0.00451903191665548,"2017-05","2017-Q2",192800,0,"2017-05"
2017-05-31,91685,"77036","TX","Houston","Harris","Houston",31,106400,0.0451866404715128,0.0451866404715128,0.00282752120640905,0.0690483100568628,0.0218710147227594,"2016-08","2016-Q3",117100,-0.0913748932536294,"2016-06"
2017-05-31,70829,"30044","GA","Atlanta","Gwinnett","Lawrenceville",32,168400,0.00597371565113501,0.01323706377858,0.0850515463917526,0.139900139556068,0.00289595295758871,"2017-05","2017-Q2",168400,0,"2017-05"
2017-05-31,61803,"10463","NY","New York","Bronx","New York",33,483200,0.0106672244300356,0.0219966159052453,0.174526008750608,0.0342088228868116,0.00451840024348149,"2008-11","2008-Q4",560700,-0.138220082040307,"2008-05"
2017-05-31,84630,"60629","IL","Chicago","Cook","Chicago",34,161400,-0.0037037037037037,0.00124069478908189,0.097212780421482,0.0681057723621934,-0.0352598380651811,"2006-08","2006-Q3",233300,-0.308186883840549,"2003-06"
2017-05-31,84627,"60625","IL","Chicago","Cook","Chicago",35,264200,-0.00075642965204236,-0.00151171579743008,0.0492454328832407,0.0509231630885174,-0.0147414021012938,"2007-10","2007-Q4",309800,-0.147191736604261,"2004-08"
2017-05-31,62017,"11206","NY","New York","Kings","New York",36,607600,0.0237573715248526,0.0613100436681223,0.119587248940483,0.0758294599404643,0.0547948652624493,"2017-05","2017-Q2",607600,0,"2017-05"
2017-05-31,62040,"11230","NY","New York","Kings","New York",37,845000,0.00751162513413616,0.0220125786163522,0.116395825075968,0.101929909061672,0.0321976480738493,"2017-05","2017-Q2",845000,0,"2017-05"
2017-05-31,62020,"11209","NY","New York","Kings","New York",38,701600,0.0184351865292495,0.0440476190476191,0.168554297135243,0.0723820451557107,0.029010144824942,"2017-05","2017-Q2",701600,0,"2017-05"
2017-05-31,62012,"11201","NY","New York","Kings","New York",39,1065000,0.0397344527970321,0.102712776972458,0.162663755458515,0.115390567561929,,"2017-05","2017-Q2",1065000,0,"2017-05"
2017-05-31,92551,"78613","TX","Austin","Williamson","Cedar Park",40,271400,0.00593031875463306,0.0191513330829891,0.0847322142286171,0.0794282308190284,0.034036958992943,"2017-05","2017-Q2",271400,0,"2017-05"
2017-05-31,62023,"11212","NY","New York","Kings","New York",41,398300,0.0168496298187388,0.0539825350621858,0.196455392009612,0.0780002030963352,0.00666528315686454,"2017-05","2017-Q2",398300,0,"2017-05"
2017-05-31,74126,"37042","TN","Clarksville","Montgomery","Clarksville",42,125100,0.0008,0.00240384615384615,0.00481927710843374,0.00920148497379358,0.0167054332970389,"2016-08","2016-Q3",125400,-0.00239234449760766,"2016-07"
2017-05-31,90823,"75287","TX","Dallas-Fort Worth","Dallas","Dallas",43,317100,0,0.00762631077216397,0.0785714285714286,0.0832447586960825,0.0354606897626402,"2017-05","2017-Q2",317100,0,"2017-05"
2017-05-31,61638,"10024","NY","New York","New York","New York",44,1703100,0.0580889662027833,0.129077167859984,0.348776431456403,0.109628499350451,0.0612116040138064,"2017-05","2017-Q2",1703100,0,"2017-05"
2017-05-31,94748,"85032","AZ","Phoenix","Maricopa","Phoenix",45,239000,0.00546907867059318,0.0148619957537155,0.0707885304659498,0.123526517356539,-0.00440995205477157,"2006-04","2006-Q2",259400,-0.0786430223592907,"2005-10"
2017-05-31,92271,"78130","TX","San Antonio","Comal","New Braunfels",46,197200,0.00356234096692112,0.00612244897959184,0.0865013774104683,0.0615305978253415,0.0317252465388898,"2017-05","2017-Q2",197200,0,"2017-05"
2017-05-31,62025,"11214","NY","New York","Kings","New York",47,650600,0.0157689305230289,0.0374740870674534,0.134042182325257,0.0745645558432722,0.0345573031364212,"2017-05","2017-Q2",650600,0,"2017-05"
2017-05-31,92481,"78521","TX","Brownsville","Cameron","Brownsville",48,71000,0.0056657223796034,0.0349854227405248,0.0741301059001513,0.0209763330387365,0.0283202929805548,"2017-05","2017-Q2",71000,0,"2017-05"
2017-05-31,70828,"30043","GA","Atlanta","Gwinnett","Lawrenceville",49,212300,0.00568450971103742,0.0221473278767453,0.0903954802259887,0.0997025005994738,0.00838128099348201,"2017-05","2017-Q2",212300,0,"2017-05"
2017-05-31,70874,"30096","GA","Atlanta","Gwinnett","Duluth",50,199500,0.0065590312815338,0.0163015792154865,0.0754716981132075,0.108493954551797,0.00801112999595421,"2017-05","2017-Q2",199500,0,"2017-05"
2017-05-31,67732,"23464","VA","Virginia Beach","Virginia Beach City","Virginia Beach",51,255000,0.00591715976331361,0.0115033716779056,0.0498147385755455,0.0258048947417229,-0.00413946879393168,"2007-03","2007-Q1",266300,-0.0424333458505445,"2005-12"
2017-05-31,97711,"94501","CA","San Francisco","Alameda","Alameda",52,919000,0.00207174790099226,0.0130070546737213,0.0729713952130765,0.126319259535812,0.0320592465912735,"2017-05","2017-Q2",919000,0,"2017-05"
2017-05-31,60545,"07030","NJ","New York","Hudson","Hoboken",53,756300,0.00238568588469185,0.0213369345037137,0.119449378330373,0.103072007959242,0.0408853390165029,"2017-05","2017-Q2",756300,0,"2017-05"
2017-05-31,84621,"60619","IL","Chicago","Cook","Chicago",54,144100,0.00208623087621697,-0.00414651002073255,0.0983231707317073,0.0281897944685947,-0.0191842816730151,"2007-09","2007-Q3",176300,-0.182643221781055,"2005-02"
2017-05-31,89925,"73099","OK","Oklahoma City","Canadian","Yukon",55,158100,0.00190114068441065,0.00957854406130268,0.00572519083969466,0.0293644241069657,,"2016-11","2016-Q4",158600,-0.00315258511979823,"2016-09"
2017-05-31,97565,"94110","CA","San Francisco","San Francisco","San Francisco",56,1344600,-0.00111433028749721,0.0166339029184939,0.0925489558787682,0.133436013531722,0.0556684189512315,"2017-04","2017-Q2",1346100,-0.00111433028749721,"2017-04"
2017-05-31,69823,"28277","NC","Charlotte","Mecklenburg","Charlotte",57,329500,0.0030441400304414,0.00918836140888208,0.0591449694631951,0.0639366112444073,0.0168120644420122,"2017-05","2017-Q2",329500,0,"2017-05"
2017-05-31,90795,"75243","TX","Dallas-Fort Worth","Dallas","Dallas",58,189200,0.00211864406779661,0.029379760609358,0.188442211055276,0.110358199265282,0.0396886685911728,"2017-05","2017-Q2",189200,0,"2017-05"
2017-05-31,96015,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",59,1037800,0.00727943317480346,0.0159569260890847,0.0861329147043433,0.109850034111857,0.0307123810032128,"2017-05","2017-Q2",1037800,0,"2017-05"
2017-05-31,72463,"33160","FL","Miami-Fort Lauderdale","Miami-Dade","Sunny Isles Beach",60,332700,-0.01246660730187,-0.0458847146544307,-0.0529461998292058,0.0809852743147406,-0.00989889376973907,"2006-08","2006-Q3",401900,-0.172182134859418,"2005-08"
2017-05-31,72442,"33139","FL","Miami-Fort Lauderdale","Miami-Dade","Miami Beach",61,362800,-0.0106353967821107,-0.0343359063082246,-0.0294275013376137,0.0834583001225822,0.000220775008736851,"2017-01","2017-Q1",377800,-0.0397035468501853,"2016-04"
2017-05-31,77007,"44107","OH","Cleveland","Cuyahoga","Lakewood",62,156300,0.0136186770428016,0.0364721485411141,0.156065088757396,0.0695009162732685,0.0174271498587164,"2017-05","2017-Q2",156300,0,"2017-05"
2017-05-31,91889,"77379","TX","Houston","Harris","Tomball",63,216200,0.0164551010813352,0.00604932526756631,-0.0689061154177433,0.0435483048142979,0.0159267583439211,"2016-03","2016-Q1",234100,-0.0764630499786416,"2015-01"
2017-05-31,62088,"11377","NY","New York","Queens","New York",64,511100,0.0267175572519084,0.0849076629165782,0.286433425622955,0.132463868854075,0.0516781692677923,"2017-05","2017-Q2",511100,0,"2017-05"
2017-05-31,96025,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",65,398300,0.00886524822695036,0.0350831600831601,0.145857307249712,0.128108216942198,-0.00774404256179217,"2007-04","2007-Q2",431400,-0.0767269355586463,"2006-06"
2017-05-31,72578,"33411","FL","Miami-Fort Lauderdale","Palm Beach","Royal Palm Beach",66,268100,0.00751597143930853,0.0182301557159134,0.0655802861685215,0.127552645480594,-0.00730667954229647,"2006-03","2006-Q1",327500,-0.181374045801527,"2005-04"
2017-05-31,62044,"11234","NY","New York","Kings","New York",67,559800,0.0133960897900072,0.0349417637271215,0.127719580983078,0.0635397376906865,0.0127881177948634,"2017-05","2017-Q2",559800,0,"2017-05"
2017-05-31,96193,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Norwalk",68,443600,0.00452898550724638,0.0169646950939936,0.06378896882494,0.0923665760970731,-0.00777255303921454,"2006-11","2006-Q4",482700,-0.0810026931841724,"2005-11"
2017-05-31,96239,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Long Beach",69,418200,0.000957395883197702,0.0128360377815452,0.0753407045512985,0.108557740814987,-0.00881142598249396,"2006-09","2006-Q3",458800,-0.0884917175239756,"2005-11"
2017-05-31,62018,"11207","NY","New York","Kings","New York",70,375400,0.00805585392051558,0.0223311546840959,0.078735632183908,0.0567952599423556,0.00218369793567597,"2017-05","2017-Q2",375400,0,"2017-05"
2017-05-31,90665,"75067","TX","Dallas-Fort Worth","Denton","Lewisville",71,219700,0.00228102189781022,0.0115101289134438,0.111279716742539,0.0862077284971874,0.0405068799479342,"2017-05","2017-Q2",219700,0,"2017-05"
2017-05-31,84619,"60617","IL","Chicago","Cook","Chicago",72,120500,0.000830564784053156,0.00836820083682008,0.0846084608460846,0.0182160666653255,-0.0295795289798089,"2007-03","2007-Q1",163800,-0.264346764346764,"2004-02"
2017-05-31,76953,"44035","OH","Cleveland","Lorain","Elyria",73,92600,0.00652173913043478,0.00652173913043478,0.0416197975253093,0.0278920104095119,-0.0188412157811345,"2006-09","2006-Q3",114600,-0.191972076788831,"2000-02"
2017-05-31,67730,"23462","VA","Virginia Beach","Virginia Beach City","Virginia Beach",74,198600,0.00455235204855842,0.013265306122449,0.0338365434669443,0.0243396358109775,-0.00627346382395744,"2007-09","2007-Q3",213900,-0.0715287517531557,"2006-02"
2017-05-31,65810,"19143","PA","Philadelphia","Philadelphia","Philadelphia",75,71600,0.00561797752808989,0.0361794500723589,0.152979066022544,0.0384167044856505,0.00696333137285343,"2009-03","2009-Q1",74000,-0.0324324324324324,"2008-11"
2017-05-31,79054,"48197","MI","Ann Arbor","Washtenaw","Ypsilanti",76,193800,0.00258665287118469,0.0130684788290643,0.0887640449438202,0.092890192892201,0.00652320737078904,"2005-07","2005-Q3",201400,-0.0377358490566038,"2004-01"
2017-05-31,92617,"78704","TX","Austin","Travis","Austin",77,521300,-0.0064798932723461,0.0421831267493003,0.0788493377483444,0.0970913130174089,0.06209502760757,"2017-04","2017-Q2",524700,-0.0064798932723461,"2017-04"
2017-05-31,96990,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange","Westminster",78,612300,0.00541871921182266,0.0112303881090008,0.0683999302041529,0.0883927511061426,0.0000816960136482692,"2006-06","2006-Q2",641800,-0.0459644749143035,"2006-01"
2017-05-31,61148,"08701","NJ","New York","Ocean","Lakewood Township",79,301800,-0.005273566249176,-0.0111402359108781,0.014453781512605,0.0565764450038777,0.00113360985088384,"2006-03","2006-Q1",319300,-0.0548073911681804,"2005-06"
2017-05-31,95048,"85710","AZ","Tucson","Pima","Tucson",80,164600,0.00672782874617737,0.022360248447205,0.0966022651565623,0.0612083896983902,-0.0179575195787673,"2006-05","2006-Q2",204600,-0.195503421309873,"2005-04"
2017-05-31,87074,"66062","KS","Kansas City","Johnson","Olathe",81,230200,0.000434593654932638,0.00655881066899869,0.0569329660238751,0.0433382478674695,0.0169944230481571,"2017-05","2017-Q2",230200,0,"2017-05"
2017-05-31,92654,"78745","TX","Austin","Travis","Austin",82,275500,-0.0032561505065123,0.0207484253427195,0.0941223193010326,0.115227159521506,0.0589295284859059,"2017-04","2017-Q2",276400,-0.0032561505065123,"2017-04"
2017-05-31,98325,"95630","CA","Sacramento","Sacramento","Folsom",83,502000,0.00601202404809619,0.0201178622231254,0.0649130250318201,0.0886457134715399,0.00753408644923148,"2006-01","2006-Q1",528900,-0.0508602760446209,"2005-07"
2017-05-31,96545,"91910","CA","San Diego","San Diego","Chula Vista",84,478900,0.00609243697478992,0.0105507491031863,0.0301140030114003,0.0904573324783733,-0.00605755123113216,"2006-05","2006-Q2",546300,-0.123375434742815,"2004-09"
2017-05-31,96007,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",85,859400,0.0127268442139995,0.0433410222168265,0.1030676421512,0.111578992310187,0.0319159424232043,"2017-05","2017-Q2",859400,0,"2017-05"
2017-05-31,61790,"10314","NY","New York","Richmond","New York",86,481800,0.0153846153846154,0.0494445654541494,0.12046511627907,0.0604888178584397,0.0142091211110109,"2017-05","2017-Q2",481800,0,"2017-05"
2017-05-31,95306,"87111","NM","Albuquerque","Bernalillo","Albuquerque",87,254000,0,0.00833664152441445,0.100043308791685,0.0401689427270342,-0.00263846940825907,"2007-09","2007-Q3",262100,-0.0309042350247997,"2006-12"
2017-05-31,97764,"94558","CA","Napa","Napa","Napa",88,620100,0.0040479274611399,0.0163907556138338,0.0756287944492628,0.119023062563862,0.00410673681109075,"2006-02","2006-Q1",621700,-0.00257358854753096,"2006-01"
2017-05-31,62026,"11215","NY","New York","Kings","New York",89,1182600,0.0412961169322885,0.103892467096052,0.226763485477178,0.12587941279897,0.0762046255476907,"2017-05","2017-Q2",1182600,0,"2017-05"
2017-05-31,99534,"98052","WA","Seattle","King","Redmond",90,758200,0.0233499797543528,0.0616073928871465,0.182470368059888,0.129682062988065,0.0379936370151714,"2017-05","2017-Q2",758200,0,"2017-05"
2017-05-31,70810,"30024","GA","Atlanta","Gwinnett","Suwanee",91,326300,0.0036911719470932,0.00803212851405622,0.0614834092387768,0.0889469549564501,0.0129868151015116,"2017-05","2017-Q2",326300,0,"2017-05"
2017-05-31,71864,"32210","FL","Jacksonville","Duval","Jacksonville",92,119700,0.0126903553299492,0.0399652476107732,0.16780487804878,0.108555961262178,-0.019194587931689,"2007-05","2007-Q2",145300,-0.17618719889883,"2005-07"
2017-05-31,60081,"06010","CT","Hartford","Hartford","Bristol",93,173800,0.00230680507497117,-0.00286861732644865,0.00987797791981406,-0.00285229975590306,-0.0228068790447647,"2007-04","2007-Q2",219200,-0.207116788321168,"2004-05"
2017-05-31,62032,"11221","NY","New York","Kings","New York",94,1019500,0.0149328023892484,0.0196019601960196,0.0983624218918337,0.202424611084344,0.0829072782690352,"2017-05","2017-Q2",1019500,0,"2017-05"
2017-05-31,72363,"33025","FL","Miami-Fort Lauderdale","Broward","Miramar",95,205600,0.0118110236220472,0.0244145490782262,0.0965333333333333,0.143626154057797,,"2017-05","2017-Q2",205600,0,"2017-05"
2017-05-31,84612,"60610","IL","Chicago","Cook","Chicago",96,258500,0.0070120763537203,0.0145211930926217,0.0440226171243942,0.0484943052565403,-0.00397365263064575,"2008-02","2008-Q1",283100,-0.0868950900741787,"2005-09"
2017-05-31,71005,"30281","GA","Atlanta","Henry","Stockbridge",97,145300,0.00345303867403315,0.0175070028011204,0.0770941438102298,0.0917047619646127,-0.00758811749645061,"2006-12","2006-Q4",157800,-0.0792141951837769,"2004-10"
2017-05-31,95804,"89108","NV","Las Vegas","Clark","Las Vegas",98,168900,0.0107719928186715,0.0236363636363636,0.109724047306176,0.18298823153145,-0.0342411533749469,"2006-06","2006-Q2",249300,-0.322503008423586,"2004-06"
2017-05-31,92336,"78240","TX","San Antonio","Bexar","San Antonio",99,166200,0.0158924205378973,0.0265596046942557,0.0743374272786037,0.0532915470134427,0.0165070629409863,"2017-05","2017-Q2",166200,0,"2017-05"
2017-05-31,94820,"85225","AZ","Phoenix","Maricopa","Chandler",100,234600,0.00428082191780822,0.0142671854734112,0.075160403299725,0.1207052772771,-0.00285325894162836,"2006-03","2006-Q1",257600,-0.0892857142857143,"2005-09"
2017-05-31,91926,"77433","TX","Houston","Harris","Cypress",101,207700,0.0136652025378233,0.0102140077821012,-0.088635366388767,0.0409949520033717,0.0182719800490154,"2016-03","2016-Q1",229300,-0.0941997383340602,"2014-08"
2017-05-31,58669,"02169","MA","Boston","Norfolk","Quincy",102,387200,-0.000258197779499096,-0.00154718927282104,0.0937853107344633,0.0666734068595098,0.0160209838112761,"2017-02","2017-Q1",387800,-0.00154718927282104,"2017-02"
2017-05-31,72347,"33009","FL","Miami-Fort Lauderdale","Broward","Hallandale",103,201000,0.00249376558603491,0.0197869101978691,0.0634920634920635,0.104650695431981,-0.017249014027631,"2006-01","2006-Q1",272800,-0.263196480938416,"2005-01"
2017-05-31,64180,"15601","PA","Pittsburgh","Westmoreland","Greensburg",104,144000,-0.00207900207900208,-0.00346020761245675,0.0449927431059507,0.0254435417217549,0.0137649814163701,"2017-03","2017-Q1",144600,-0.004149377593361,"2017-01"
2017-05-31,97431,"93722","CA","Fresno","Fresno","Fresno",105,226800,0.00220945647370747,0.0202429149797571,0.0909090909090909,0.105108510030222,-0.0183335434310931,"2006-05","2006-Q2",307600,-0.262678803641092,"2004-09"
2017-05-31,79040,"48180","MI","Detroit","Wayne","Taylor",106,88000,0.00227790432801822,0.0068649885583524,0.126760563380282,0.0938285918519546,-0.0256394255822099,"2005-08","2005-Q3",123200,-0.285714285714286,"1999-06"
2017-05-31,92341,"78245","TX","San Antonio","Bexar","San Antonio",107,148500,0.0255524861878453,0.0531914893617021,0.0855263157894737,0.0561597242871013,0.0209439933880258,"2017-05","2017-Q2",148500,0,"2017-05"
2017-05-31,65133,"17603","PA","Lancaster","Lancaster","Lancaster",108,146000,0.00412654745529574,0.0110803324099723,0.0473457675753228,0.0200566233648209,0.00278181850703452,"2017-05","2017-Q2",146000,0,"2017-05"
2017-05-31,98304,"95608","CA","Sacramento","Sacramento","Carmichael",109,373300,0.00946457544618713,0.0340720221606648,0.0764129181084198,0.0966984067739809,-0.00591089339418061,"2005-12","2005-Q4",445000,-0.161123595505618,"2004-09"
2017-05-31,94890,"85308","AZ","Phoenix","Maricopa","Glendale",110,268100,0.00449606594230049,0.0132275132275132,0.0538522012578616,0.101684791651104,-0.00809463064384985,"2006-01","2006-Q1",317000,-0.154258675078864,"2005-07"
2017-05-31,97740,"94533","CA","Vallejo","Solano","Fairfield",111,338800,0.00833333333333333,0.0248033877797943,0.143049932523617,0.164668437740205,-0.0110977998406289,"2006-04","2006-Q2",425900,-0.204508100493073,"2004-10"
2017-05-31,84613,"60611","IL","Chicago","Cook","Chicago",112,318300,0.0127266942411709,0.0120826709062003,0.0287653522947641,0.042417331880336,0.00365389652958359,"2009-04","2009-Q2",345900,-0.0797918473547268,"2008-12"
2017-05-31,63776,"14850","NY","Ithaca","Tompkins","Ithaca",113,250100,0.0220678381691868,0.0403494176372712,0.0584003385526873,0.0497428801664641,0.031843303550859,"2017-05","2017-Q2",250100,0,"2017-05"
2017-05-31,95309,"87114","NM","Albuquerque","Bernalillo","Albuquerque",114,210300,0.0105718404613167,0.0243546030199708,0.110935023771791,0.0361341391930383,-0.00686609637776159,"2007-08","2007-Q3",226000,-0.0694690265486726,"2006-08"
2017-05-31,72362,"33024","FL","Miami-Fort Lauderdale","Broward","Pembroke Pines",115,238900,0.00844238075137189,0.0301854247520483,0.131691141639034,0.140141865112727,-0.0113914921831095,"2006-06","2006-Q2",280000,-0.146785714285714,"2005-07"
2017-05-31,93203,"80013","CO","Denver","Arapahoe","Aurora",116,307300,0.00523388943408571,0.0199137072685032,0.103015075376884,0.128905812644668,0.0456778403040914,"2017-05","2017-Q2",307300,0,"2017-05"
2017-05-31,66705,"20906","MD","Washington","Montgomery","Silver Spring",117,328000,-0.00121802679658952,-0.0015220700152207,0.0363349131121643,0.0505701271023467,-0.0177420476124496,"2007-03","2007-Q1",394200,-0.167935058346017,"2005-02"
2017-05-31,74156,"37075","TN","Nashville","Sumner","Hendersonville",118,257400,0.00311769290724864,0.0106007067137809,0.0883720930232558,0.0659906298135946,0.0266873842697997,"2017-05","2017-Q2",257400,0,"2017-05"
2017-05-31,62022,"11211","NY","New York","Kings","New York",119,1084500,0.0112831033196568,0.00574979133821756,0.0374019514061603,0.133105910639954,,"2016-09","2016-Q3",1108400,-0.0215626127751714,"2016-08"
2017-05-31,96047,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles","Los Angeles",120,1228800,0.00878417207125852,0.0171343431835113,0.0579423159707275,0.134437804954064,0.0405696429071898,"2017-05","2017-Q2",1228800,0,"2017-05"
2017-05-31,62085,"11373","NY","New York","Queens","New York",121,458300,0.0248211091234347,0.086533902323376,0.30681494154548,0.109005838229931,,"2017-05","2017-Q2",458300,0,"2017-05"
2017-05-31,62093,"11385","NY","New York","Queens","New York",122,638700,0.0125237793278377,0.0424351232250694,0.160217983651226,0.0920125796323805,0.0231393126504962,"2017-05","2017-Q2",638700,0,"2017-05"
